date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:46:28	6086/6086	---M--	200	added ('OK')	image/jpeg	etag:%2217c6-54e01ad64e879%22	https://presqt.crc.nd.edu/images/Speakers120/rjohns14Cropped.jpg	./presqt/presqt.crc.nd.edu/images/Speakers120/rjohns14Cropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:30	300445/300445	---M--	200	added ('OK')	image/jpeg	etag:%224959d-558a2c5639835%22	https://presqt.crc.nd.edu/images/speakersW2/KosarCropped.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/KosarCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:30	24001/24001	---M--	200	added ('OK')	image/png	etag:%225dc1-5593beea48ff3%22	https://presqt.crc.nd.edu/images/speakersW2/rkrahlCropped.png	./presqt/presqt.crc.nd.edu/images/speakersW2/rkrahlCropped.png	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:31	7235/7235	---M--	200	added ('OK')	image/jpeg	etag:%221c43-54e01a6f8c8cc%22	https://presqt.crc.nd.edu/images/Speakers120/natheadpicCropped.jpg	./presqt/presqt.crc.nd.edu/images/Speakers120/natheadpicCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:32	123850/123850	---M--	200	added ('OK')	image/jpeg	etag:%221e3ca-5591139dfb968%22	https://presqt.crc.nd.edu/images/speakersW2/fionaCropped2.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/fionaCropped2.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:33	34801/34801	---M--	200	added ('OK')	image/jpeg	etag:%2287f1-558a2c5638c7d%22	https://presqt.crc.nd.edu/images/speakersW2/PettersCropped.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/PettersCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:34	18332/18332	---M--	200	added ('OK')	image/jpeg	etag:%22479c-54e012e9f541a%22	https://presqt.crc.nd.edu/images/Speakers120/JeffreySpies.jpg	./presqt/presqt.crc.nd.edu/images/Speakers120/JeffreySpies.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:35	12246/12246	---M--	200	added ('OK')	image/jpeg	etag:%222fd6-558a2c563a7d5%22	https://presqt.crc.nd.edu/images/speakersW2/AngusWhyteCropped.jpg	./presqt/presqt.crc.nd.edu/images/speakersW2/AngusWhyteCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/speakers)
08:46:37	28706/28706	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2013:46:36%20GMT	https://presqt.crc.nd.edu/index.php/workshops/workshop-two/index.php?option=com_content&view=article&id=22&catid=8&Itemid=117	./presqt/presqt.crc.nd.edu/index.php/workshops/workshop-two/index5c06.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/program)
08:46:37	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:37%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=112&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index8f41.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-one)
08:46:37	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:37%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=120&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/indexb5c6.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/program)
08:46:37	712/712	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2006%20May%202024%2013:46:37%20GMT	https://presqt.crc.nd.edu/index.php/component/search/?Itemid=119&format=opensearch	./presqt/presqt.crc.nd.edu/index.php/component/search/index9df7.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-two/remote-attendance)
08:46:37	24016/24016	---M--	200	added ('OK')	image/jpeg	etag:%225dd0-54dfe19fb0fd3%22	https://presqt.crc.nd.edu/images/PresQTflyerthumb.jpg	./presqt/presqt.crc.nd.edu/images/PresQTflyerthumb.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-one)
08:46:39	38510/38510	---MC-	200	added ('OK')	text/html	date:Mon,%2006%20May%202024%2013:46:38%20GMT	https://presqt.crc.nd.edu/index.php/8-presqt/15-speakers	./presqt/presqt.crc.nd.edu/index.php/8-presqt/15-speakers.html	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-one)
08:46:39	26420/26420	---M--	200	added ('OK')	image/png	etag:%226734-54e019b81cf30%22	https://presqt.crc.nd.edu/images/Speakers120/steveCropped.png	./presqt/presqt.crc.nd.edu/images/Speakers120/steveCropped.png	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-one/speakers)
08:46:40	7288/7288	---M--	200	added ('OK')	image/jpeg	etag:%221c78-54e0197cfe630%22	https://presqt.crc.nd.edu/images/Speakers120/MargaretBertaCropped.jpg	./presqt/presqt.crc.nd.edu/images/Speakers120/MargaretBertaCropped.jpg	(from https://presqt.crc.nd.edu/index.php/workshops/workshop-one/speakers)
